,index,ecm_around_single_spot,ecm_around_single_spot bg subtracted,ecm_around_single_spot_mean_intensity,ecm_around_single_spot_mean_intensity bg subtracted,exp condition,filename,mean_intensty_original_synapse,mean_intensty_original_synapse bg subtracted,original_synapse_at_single_spot,original_synapse_at_single_spot bg subtracted,"Synapse brightness scale (0 = dimmest, 7 = brightest)",radial_average,radial_average_bgsubtracted,Time,Drug,Condition,"Synapse brightness scale (0 = dimmest, 5 = brightest)"
1864,1306,"[[ 0  0  0 ...  9  5  6]
 [ 1  3  2 ... 11  6  5]
 [ 1  1  0 ...  5  5  3]
 ...
 [ 0  1  2 ...  2  0  2]
 [ 2  2  1 ...  4  1  0]
 [ 3  2  0 ...  2  2  2]]","[[0.         0.         0.         ... 0.02389137 0.0082051  0.01212667]
 [0.         0.00036196 0.         ... 0.03173451 0.01212667 0.0082051 ]
 [0.         0.         0.         ... 0.0082051  0.0082051  0.00036196]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00428353 0.         0.        ]
 [0.00036196 0.         0.         ... 0.         0.         0.        ]]",3.1996,0.005255027607843138,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/12hrs_DMSO/04_003_ExpControl,12.4238,0.012931398431372549,"[[ 9  9  4 ...  4  8 10]
 [ 9  3  8 ...  3  3  6]
 [11  7  7 ...  8  6  5]
 ...
 [ 6  5  5 ... 10  6  6]
 [ 9  6  4 ...  8 10  5]
 [ 8  6  5 ...  5  6 10]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",2,"[4.03571429 3.445      2.13970588 1.78977273 2.12272727 2.37890625
 2.80821918 3.5060241  4.24193548 3.87376238 3.19298246 3.31147541
 3.51388889 2.92470588 2.46582734 3.62990196 3.99264706 3.64375
 2.7        0.        ]","[0.00711106 0.00609682 0.00188137 0.00090685 0.0018242  0.00256456
 0.00449016 0.00682902 0.00916913 0.0077085  0.00465414 0.00512374
 0.00598987 0.00430583 0.00278751 0.00662333 0.00819047 0.00705881
 0.00406032 0.        ]",12hrs,DMSO,12hr,1
1865,682,"[[4 0 2 ... 2 4 2]
 [2 2 6 ... 1 1 3]
 [4 5 6 ... 0 3 3]
 ...
 [1 0 1 ... 0 0 0]
 [2 3 0 ... 1 1 0]
 [0 1 0 ... 0 0 0]]","[[0.00658    0.         0.         ... 0.         0.00658    0.        ]
 [0.         0.         0.01442314 ... 0.         0.         0.00265843]
 [0.00658    0.01050157 0.01442314 ... 0.         0.00265843 0.00265843]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.00265843 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",2.5536,0.005257321019607844,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/07_005_ExpControl,19.3404,0.029222829411764694,"[[ 7  2  4 ...  4  2  7]
 [ 2  2  7 ...  4  5  6]
 [ 4  9  4 ... 11  4  6]
 ...
 [13 10 11 ...  5  9  6]
 [ 9 14  6 ...  4  5  6]
 [12  9  4 ...  8  7  9]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",3,"[1.04464286 0.995      1.01838235 1.125      1.175      1.296875
 1.42808219 1.62048193 2.08064516 2.56683168 3.54276316 3.92930328
 3.39444444 3.22588235 3.10971223 2.89460784 3.03676471 2.925
 2.16666667 4.        ]","[0.00048246 0.00031071 0.0006253  0.00076433 0.00083548 0.00122999
 0.00171854 0.00221018 0.00366787 0.00531492 0.00867134 0.00993928
 0.00797592 0.00717243 0.00687975 0.00592803 0.00659604 0.00591631
 0.00358914 0.00658   ]",4hrs,DMSO,4hr,2
1866,880,"[[ 5  0  2 ...  0  0  0]
 [ 0  3  2 ...  0  0  0]
 [ 1  3  4 ...  0  0  0]
 ...
 [18 33 27 ...  1  1  2]
 [30 38 32 ...  2  0  2]
 [41 34 49 ...  1  2  0]]","[[0.01030588 0.         0.         ... 0.         0.         0.        ]
 [0.         0.00246275 0.         ... 0.         0.         0.        ]
 [0.         0.00246275 0.00638431 ... 0.         0.         0.        ]
 ...
 [0.06128627 0.1201098  0.09658039 ... 0.         0.         0.        ]
 [0.1083451  0.13971765 0.11618824 ... 0.         0.         0.        ]
 [0.15148235 0.12403137 0.1828549  ... 0.         0.         0.        ]]",2.6889,0.005261818039215688,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/08_005_ExpControl,20.7636,0.015840750901960788,"[[ 8  9 18 ...  2  1  4]
 [ 8 14 13 ...  3  2  1]
 [ 9 12 12 ...  5  2  4]
 ...
 [14 20 14 ...  2  0  1]
 [11 16 15 ...  1  0  1]
 [17  8 14 ...  2  2  1]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",4,"[2.03571429 3.135      2.76838235 1.87215909 1.65909091 1.59375
 1.98287671 2.27409639 2.41397849 2.25123762 1.86184211 2.26639344
 3.22592593 4.62       3.84532374 2.68627451 2.67279412 5.51875
 9.6        5.        ]","[0.0022402  0.00637725 0.0051891  0.00206141 0.00133658 0.0016561
 0.00272374 0.00389284 0.00420841 0.00358127 0.00223199 0.00347878
 0.00721079 0.01241172 0.00928427 0.00513791 0.00567895 0.01719745
 0.0326434  0.01030588]",4hrs,DMSO,4hr,3
1867,2296,"[[ 2  1  3 ...  7 11  8]
 [ 2  0  1 ... 12  3  5]
 [ 2  0  1 ...  5  4  2]
 ...
 [ 3  1  0 ...  0  0  1]
 [ 3  2  2 ...  1  0  0]
 [ 2  0  5 ...  0  1  2]]","[[0.         0.         0.         ... 0.01384353 0.0295298  0.0177651 ]
 [0.         0.         0.         ... 0.03345137 0.         0.00600039]
 [0.         0.         0.         ... 0.00600039 0.00207882 0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00600039 ... 0.         0.         0.        ]]",3.7235,0.005262220588235294,12hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_Bic/02_004_ExpControl,7.5051,0.01214192431372549,"[[2 1 3 ... 5 3 4]
 [0 2 0 ... 3 4 0]
 [5 2 3 ... 2 3 3]
 ...
 [3 1 0 ... 2 0 1]
 [9 2 4 ... 1 1 0]
 [3 0 0 ... 1 0 0]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00671765 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",1,"[3.02678571 3.235      3.56617647 3.42329545 3.73409091 4.31445312
 4.74486301 5.01656627 4.54032258 3.51113861 3.33223684 3.3227459
 3.14166667 3.44470588 3.58633094 4.09803922 3.49264706 2.6875
 2.66666667 2.        ]","[0.00210798 0.00236094 0.00348275 0.00281591 0.00395697 0.00589597
 0.00733987 0.00922894 0.00810328 0.00473563 0.0042961  0.00440564
 0.00402116 0.00488489 0.0055204  0.0073609  0.00514477 0.00329079
 0.00303801 0.        ]",12hrs,Bic,12hr + Bic,1
1868,1610,"[[1 0 2 ... 3 2 1]
 [1 1 3 ... 3 0 2]
 [0 1 4 ... 2 3 1]
 ...
 [2 0 2 ... 1 1 1]
 [1 1 0 ... 4 1 2]
 [3 0 0 ... 2 0 0]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00327529 ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00327529 0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",3.4342,0.005265032156862744,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_DMSO/03_004_ExpControl,4.7292,0.0065211530980392165,"[[2 1 0 ... 2 6 1]
 [0 2 3 ... 8 6 5]
 [0 0 0 ... 4 5 4]
 ...
 [1 3 1 ... 2 1 1]
 [2 3 2 ... 2 1 3]
 [3 1 4 ... 2 4 5]]","[[0.         0.         0.         ... 0.         0.00579922 0.        ]
 [0.         0.         0.         ... 0.01364235 0.00579922 0.00187765]
 [0.         0.         0.         ... 0.         0.00187765 0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.00187765]]",0,"[5.4375     5.19       5.01838235 4.76420455 4.48863636 4.484375
 3.83047945 3.60391566 3.17473118 3.07425743 2.9002193  3.27459016
 3.14444444 3.30470588 2.93705036 2.55147059 2.20588235 1.8
 1.7        1.        ]","[0.0100191  0.00926965 0.00848948 0.00814451 0.00854309 0.00890582
 0.00625705 0.00553966 0.00469962 0.00445784 0.00399542 0.00476244
 0.00418014 0.0050991  0.00428085 0.00312721 0.00150325 0.00098149
 0.0007635  0.        ]",12hrs,DMSO,12hr,0
1869,2230,"[[5 2 0 ... 0 0 0]
 [0 1 2 ... 0 0 0]
 [1 2 3 ... 0 0 0]
 ...
 [3 1 2 ... 0 0 0]
 [2 0 1 ... 0 0 0]
 [0 3 1 ... 0 0 0]]","[[0.01030431 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00246118 ... 0.         0.         0.        ]
 ...
 [0.00246118 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.00246118 0.         ... 0.         0.         0.        ]]",2.6296,0.005266664000000002,12hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_Bic/01_003_ExpControl,1.9594,0.004439429647058823,"[[1 0 1 ... 0 0 1]
 [3 0 2 ... 0 0 0]
 [1 1 1 ... 0 1 0]
 ...
 [9 4 6 ... 0 1 0]
 [3 2 5 ... 0 0 0]
 [4 7 5 ... 0 0 0]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.00492784 0.         0.00100627 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.02845725 0.00884941 0.01669255 ... 0.         0.         0.        ]
 [0.00492784 0.00100627 0.01277098 ... 0.         0.         0.        ]
 [0.00884941 0.02061412 0.01277098 ... 0.         0.         0.        ]]",0,"[1.65178571 2.395      3.23161765 3.77840909 3.91363636 4.18945312
 4.52739726 4.65662651 3.46774194 2.67326733 2.26864035 2.00717213
 1.55555556 1.47529412 1.61690647 1.49264706 1.18014706 1.075
 0.98333333 5.        ]","[0.00138971 0.00323437 0.00589958 0.00763287 0.00806629 0.00951364
 0.01110458 0.01230926 0.00785795 0.0053646  0.00421787 0.00368449
 0.00214205 0.00195386 0.00246488 0.00227056 0.00134601 0.0009329
 0.00069597 0.01030431]",12hrs,Bic,12hr + Bic,0
1870,1925,"[[2 1 1 ... 4 1 1]
 [0 1 0 ... 2 1 1]
 [2 1 1 ... 2 3 2]
 ...
 [7 0 2 ... 1 0 1]
 [4 3 3 ... 2 0 1]
 [7 4 4 ... 2 2 1]]","[[0.         0.         0.         ... 0.00507608 0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.00115451 0.        ]
 ...
 [0.01684078 0.         0.         ... 0.         0.         0.        ]
 [0.00507608 0.00115451 0.00115451 ... 0.         0.         0.        ]
 [0.01684078 0.00507608 0.00507608 ... 0.         0.         0.        ]]",2.9741,0.0052667018039215694,Ctrl_NoBlocking,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/Ctrl_NoBlocking/12_003_ExpControl,3.0021,0.00500674843137255,"[[0 0 1 ... 0 4 2]
 [1 0 0 ... 0 3 0]
 [1 0 0 ... 2 3 1]
 ...
 [5 5 3 ... 1 1 4]
 [4 4 8 ... 2 1 0]
 [1 4 3 ... 0 0 3]]","[[0.         0.         0.         ... 0.         0.00472745 0.        ]
 [0.         0.         0.         ... 0.         0.00080588 0.        ]
 [0.         0.         0.         ... 0.         0.00080588 0.        ]
 ...
 [0.00864902 0.00864902 0.00080588 ... 0.         0.         0.00472745]
 [0.00472745 0.00472745 0.02041373 ... 0.         0.         0.        ]
 [0.         0.00472745 0.00080588 ... 0.         0.         0.00080588]]",0,"[1.0625     1.76       2.81617647 2.70170455 3.63636364 3.86914062
 3.35958904 2.75451807 2.41263441 3.12252475 4.19627193 3.77356557
 3.04907407 2.74235294 2.23201439 1.61519608 1.71691176 1.51875
 1.6        2.        ]","[0.00030908 0.00181456 0.00445038 0.00449148 0.00781054 0.00886001
 0.00674826 0.00434687 0.00303739 0.00542231 0.00933297 0.00772173
 0.00502294 0.00414752 0.00284939 0.00128254 0.00222731 0.00148949
 0.00140737 0.        ]",Unblocked Control,DMSO,Unblocked Control,0
1871,1276,"[[2 1 0 ... 1 0 4]
 [1 0 0 ... 3 4 1]
 [5 2 1 ... 0 0 4]
 ...
 [1 0 0 ... 7 1 2]
 [4 3 1 ... 0 1 3]
 [0 2 1 ... 2 3 1]]","[[0.         0.         0.         ... 0.         0.         0.00628627]
 [0.         0.         0.         ... 0.00236471 0.00628627 0.        ]
 [0.01020784 0.         0.         ... 0.         0.         0.00628627]
 ...
 [0.         0.         0.         ... 0.01805098 0.         0.        ]
 [0.00628627 0.00236471 0.         ... 0.         0.         0.00236471]
 [0.         0.         0.         ... 0.         0.00236471 0.        ]]",2.7104,0.005271943529411765,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/12hrs_DMSO/04_002_ExpControl,17.4675,0.023176369921568626,"[[ 8  5  8 ... 45 39 53]
 [ 6  6 12 ... 33 35 34]
 [11 12  4 ... 45 34 28]
 ...
 [ 5  4  3 ... 20 20 21]
 [ 7  5  7 ... 12 19 11]
 [ 6 11  6 ... 25 26 18]]","[[0.         0.         0.         ... 0.10895569 0.08542627 0.14032824]
 [0.         0.         0.         ... 0.06189686 0.06974    0.06581843]
 [0.         0.         0.         ... 0.10895569 0.06581843 0.04228902]
 ...
 [0.         0.         0.         ... 0.01091647 0.01091647 0.01483804]
 [0.         0.         0.         ... 0.         0.0069949  0.        ]
 [0.         0.         0.         ... 0.03052431 0.03444588 0.00307333]]",3,"[6.10714286 4.775      4.09558824 3.38352273 3.41590909 3.45703125
 2.96232877 3.06927711 2.90725806 2.13861386 2.06140351 2.21413934
 2.22407407 2.75882353 3.10071942 2.05637255 1.35661765 1.2375
 1.35       2.        ]","[0.01517104 0.01071037 0.00942599 0.00697066 0.00724269 0.00775178
 0.00608311 0.0065988  0.00614667 0.00343701 0.00330276 0.00380424
 0.00382446 0.00548941 0.00645884 0.00301984 0.00128554 0.0007465
 0.00099582 0.        ]",12hrs,DMSO,12hr,2
1872,2272,"[[0 0 0 ... 2 1 5]
 [0 0 0 ... 2 1 2]
 [0 1 0 ... 0 1 1]
 ...
 [0 0 0 ... 4 1 2]
 [0 0 0 ... 2 1 1]
 [0 0 0 ... 6 4 3]]","[[0.         0.         0.         ... 0.         0.         0.01075373]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.00683216 0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.01467529 0.00683216 0.00291059]]",2.5161,0.0052792017254901956,12hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_Bic/02_001_ExpControl,2.3172,0.004651225725490195,"[[0 0 1 ... 4 2 2]
 [1 0 2 ... 1 2 1]
 [1 0 1 ... 2 1 0]
 ...
 [0 0 0 ... 4 1 0]
 [0 0 0 ... 1 3 0]
 [0 0 0 ... 0 5 0]]","[[0.         0.         0.         ... 0.00735725 0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.00735725 0.         0.        ]
 [0.         0.         0.         ... 0.         0.00343569 0.        ]
 [0.         0.         0.         ... 0.         0.01127882 0.        ]]",0,"[2.95535714 3.095      3.69852941 3.88636364 3.32045455 2.62695312
 2.17465753 2.30572289 1.96908602 2.26113861 2.43201754 3.10245902
 3.03796296 2.35529412 1.65647482 1.61029412 1.55147059 1.7625
 1.11666667 0.        ]","[0.00672188 0.00765244 0.00947876 0.01020902 0.00793242 0.00523618
 0.00371788 0.00434008 0.00317628 0.00435854 0.004918   0.00736228
 0.00726993 0.0048012  0.00258765 0.0023756  0.00226661 0.00287034
 0.00128626 0.        ]",12hrs,Bic,12hr + Bic,0
1873,1849,"[[0 0 1 ... 0 0 0]
 [0 0 0 ... 1 0 0]
 [2 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 2 1 3]
 [0 1 1 ... 0 2 2]
 [1 1 0 ... 1 3 2]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00021137 0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.00021137 0.         0.00413294]
 [0.         0.         0.         ... 0.         0.00021137 0.00021137]
 [0.         0.         0.         ... 0.         0.00413294 0.00021137]]",2.264,0.005287052862745098,Ctrl_NoBlocking,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/Ctrl_NoBlocking/11_005_ExpControl,6.1826,0.011958910235294119,"[[ 1  0  4 ...  0  0  0]
 [ 4  0  7 ...  1  0  0]
 [ 3  2  2 ...  1  0  1]
 ...
 [ 8  4  3 ...  2  6  9]
 [12  5 12 ...  1  3  1]
 [ 8  7  5 ...  4  6  1]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00418157 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00810314 0.         0.         ... 0.         0.00026    0.01202471]
 [0.02378941 0.         0.02378941 ... 0.         0.         0.        ]
 [0.00810314 0.00418157 0.         ... 0.         0.00026    0.        ]]",1,"[0.6875     0.785      1.         1.26704545 2.14772727 2.75195312
 3.31506849 3.40813253 2.58333333 2.18069307 2.0625     2.21311475
 2.26944444 2.38823529 2.51438849 2.15441176 1.53308824 1.025
 0.63333333 0.        ]","[0.00024783 0.00025268 0.00092843 0.00162096 0.00484225 0.00705525
 0.00956179 0.00982589 0.00652106 0.00485492 0.00436285 0.00513372
 0.005326   0.00541639 0.00568403 0.00474847 0.00267252 0.00083716
 0.00030019 0.        ]",Unblocked Control,DMSO,Unblocked Control,0
1874,1370,"[[ 2  2  1 ...  6  2  2]
 [ 3  3  1 ...  7  6  2]
 [ 6  2  2 ...  6 10  3]
 ...
 [ 2  0  0 ...  3  0  3]
 [ 2  2  1 ...  2  3  3]
 [ 3  1  1 ...  5  2  2]]","[[0.         0.         0.         ... 0.01017569 0.         0.        ]
 [0.         0.         0.         ... 0.01409725 0.01017569 0.        ]
 [0.01017569 0.         0.         ... 0.01017569 0.02586196 0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00625412 0.         0.        ]]",3.6637,0.005290624156862745,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/12hrs_DMSO/04_005_ExpControl,11.9699,0.012795452862745096,"[[ 9 11  5 ...  7  2  6]
 [ 9  2 10 ...  4  4  3]
 [ 9  4  7 ...  9  6  9]
 ...
 [11  9  7 ... 27 24 21]
 [ 5  5  5 ... 25 30 18]
 [ 5  9  3 ... 35 25 26]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.05978353 0.04801882 0.03625412]
 [0.         0.         0.         ... 0.05194039 0.07154824 0.02448941]
 [0.         0.         0.         ... 0.09115608 0.05194039 0.05586196]]",2,"[1.44642857 2.245      2.31985294 2.71875    3.57727273 3.68554688
 4.33047945 3.47740964 2.9422043  3.5990099  3.67214912 3.92315574
 4.02962963 4.20941176 3.99460432 4.05147059 4.58823529 3.5875
 2.78333333 2.        ]","[0.00039088 0.00203565 0.00182342 0.00303172 0.00605435 0.00623788
 0.00825543 0.00500665 0.00300012 0.00527739 0.00496015 0.00572263
 0.00586055 0.00625433 0.00552703 0.00614795 0.00820278 0.00400604
 0.00275239 0.        ]",12hrs,DMSO,12hr,1
1875,1314,"[[2 1 1 ... 2 2 0]
 [1 0 0 ... 1 4 0]
 [0 2 1 ... 1 0 1]
 ...
 [2 5 1 ... 0 0 3]
 [2 2 0 ... 3 0 1]
 [2 0 4 ... 2 0 3]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.00721843 0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.01114    0.         ... 0.         0.         0.00329686]
 [0.         0.         0.         ... 0.00329686 0.         0.        ]
 [0.         0.         0.00721843 ... 0.         0.         0.00329686]]",2.5085,0.005290860705882352,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/12hrs_DMSO/04_004_ExpControl,25.7185,0.05049443168627451,"[[12  5  8 ...  3  2  2]
 [10  8 12 ...  1  2  3]
 [ 7  6  3 ...  6  4  6]
 ...
 [ 2  0  2 ...  5  7  7]
 [ 1  2  0 ...  5 11 11]
 [ 1  3  1 ... 10  8 17]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,"[1.95535714 1.915      1.56617647 1.38352273 1.16363636 1.35742188
 2.29452055 3.22740964 3.94623656 3.37623762 2.71820175 2.27868852
 2.37407407 2.32117647 2.47302158 2.92892157 3.26838235 2.30625
 1.41666667 2.        ]","[0.00190407 0.00194984 0.00149431 0.0011542  0.00080892 0.00146191
 0.00439001 0.0076337  0.01042453 0.008746   0.00645942 0.00485619
 0.00522904 0.00484849 0.00460578 0.00572388 0.00674637 0.00414301
 0.00158482 0.        ]",12hrs,DMSO,12hr,3
1876,1995,"[[1 3 4 ... 0 2 2]
 [3 2 6 ... 2 2 1]
 [3 4 3 ... 2 2 0]
 ...
 [1 1 0 ... 3 3 1]
 [4 3 0 ... 1 1 0]
 [1 2 1 ... 4 5 2]]","[[0.         0.         0.00302118 ... 0.         0.         0.        ]
 [0.         0.         0.01086431 ... 0.         0.         0.        ]
 [0.         0.00302118 0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00302118 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00302118 0.00694275 0.        ]]",3.5179,0.005292161882352942,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/4hrs_DMSO/08_005_ExpControl,5.947,0.008237612156862747,"[[ 5  5  6 ...  3  3  4]
 [ 7  4  7 ...  2  2  1]
 [ 7  2  6 ...  2  2  4]
 ...
 [ 3  7  4 ...  6  7  8]
 [ 2  5  2 ... 12 11 11]
 [ 3  3  5 ...  4  7  6]]","[[0.         0.         0.00101882 ... 0.         0.         0.        ]
 [0.00494039 0.         0.00494039 ... 0.         0.         0.        ]
 [0.00494039 0.         0.00101882 ... 0.         0.         0.        ]
 ...
 [0.         0.00494039 0.         ... 0.00101882 0.00494039 0.00886196]
 [0.         0.         0.         ... 0.02454824 0.02062667 0.02062667]
 [0.         0.         0.         ... 0.         0.00494039 0.00101882]]",1,"[2.41964286 4.2        5.67279412 6.04545455 5.02045455 3.8984375
 3.86472603 4.63554217 5.34677419 3.84282178 2.76315789 2.46413934
 2.49907407 2.77647059 2.55935252 2.59803922 2.64338235 2.225
 2.2        1.        ]","[0.00194577 0.00719206 0.01256104 0.01364914 0.00970014 0.00553865
 0.00603874 0.0087706  0.01205454 0.00649407 0.00291894 0.00192757
 0.00227946 0.00286488 0.00199561 0.00225849 0.00214622 0.00111894
 0.00104675 0.        ]",4hrs,DMSO,4hr,0
